7,910,-1478,17,392,-2,-927,747,15,259,137,0
7,892,-1435,43,3843,26,390,-2,-925,758,29,262,138,7
7,901,-1382,8,391,-1,-926,754,20,260,135,0
7,892,-1303,35,389,-1,-924,746,27,253,135,-1
7,892,-1365,17,390,-1,-928,754,20,265,141,1
7,901,-1338,0,391,-1,-930,754,30,251,132,1
7,901,-1347,-17,390,-1,-924,750,25,259,130,-1
7,866,-1373,17,389,0,-927,749,26,257,128,3
7,910,-1365,52,388,-1,-925,754,21,252,130,2
7,927,-1365,61,390,-2,-925,746,23,251,134,3
7,910,-1347,26,392,-2,-929,787,23,258,135,-1
7,901,-1338,43,390,-1,-927,755,23,256,127,0
7,848,-1382,8,391,-1,-923,753,18,249,139,5
7,848,-1347,26,390,-2,-925,758,27,250,134,6
7,910,-1435,43,388,-1,-924,742,19,254,127,-1
7,901,-1330,17,392,-1,-928,749,23,256,134,2
7,910,-1365,17,390,-1,-930,752,16,255,136,3
7,901,-1330,26,391,-1,-925,748,28,250,135,-1
7,910,-1330,52,389,-1,-925,745,21,250,136,0
7,866,-1408,61,389,-1,-927,754,25,252,134,3
7,927,-1382,35,389,-1,-924,750,23,253,132,1
7,883,-1391,35,391,-1,-929,757,17,261,132,-1
7,875,-1391,26,390,0,-928,755,20,259,140,-1
7,875,-1347,26,392,-2,-925,758,22,258,130,3
7,945,-1408,35,390,-2,-925,749,28,254,131,-1
7,927,-1426,52,388,-2,-925,746,16,262,137,-1
7,883,-1443,35,391,-2,-925,753,19,255,130,5
7,945,-1391,8,389,-1,-928,751,14,257,136,-1
7,927,-1373,52,389,-2,-927,741,17,246,132,-1
7,857,-1382,52,391,-1,-923,748,25,259,136,-1
7,883,-1443,8,389,-2,-927,749,26,259,132,1
7,892,-1356,26,389,-1,-925,745,23,255,131,-1
7,875,-1347,8,391,-1,-929,745,35,258,135,-1
7,910,-1365,17,389,-2,-927,750,31,259,134,1
7,857,-1373,35,391,-1,-924,746,27,257,133,0
7,918,-1338,61,392,-2,-926,755,22,251,134,-1
7,892,-1373,70,389,-1,-924,749,23,263,132,-1
7,892,-1382,26,390,-2,-925,751,19,255,139,6
7,910,-1338,35,391,-1,-929,749,20,261,134,-1
7,918,-1347,17,391,-1,-926,748,28,262,134,-1
7,918,-1347,52,389,-1,-925,751,25,265,140,5
7,901,-1295,26,391,-1,-928,754,22,259,132,-1
7,901,-1347,35,391,-1,-925,745,26,248,137,4
7,936,-1330,52,392,-1,-930,786,28,262,139,3
7,945,-1312,43,389,-2,-926,750,23,257,134,-1
7,918,-1277,43,391,-1,-925,746,29,254,139,3
7,936,-1373,0,390,-1,-925,754,28,258,135,0
7,910,-1347,8,388,-1,-925,748,20,259,136,-1
7,936,-1338,43,391,-1,-924,749,30,259,133,-1
7,918,-1295,26,391,-1,-929,754,20,250,129,2
7,910,-1286,8,390,-1,-922,753,25,252,139,-1
7,918,-1321,70,390,-1,-926,742,18,259,136,7
7,892,-1295,52,388,-1,-922,744,23,257,128,2
7,901,-1312,0,391,-1,-926,752,23,260,132,3
7,875,-1365,26,391,-2,-928,741,19,243,137,7
7,901,-1286,61,392,-2,-926,747,24,248,136,5
7,953,-1312,17,390,-1,-926,748,17,249,136,2
7,945,-1347,35,389,0,-924,744,25,245,129,1
7,953,-1330,26,390,-1,-924,747,20,259,137,-1
7,936,-1303,70,391,-1,-929,748,26,249,136,-1
7,901,-1295,61,390,-2,-928,749,14,255,138,-1
7,927,-1251,8,390,-1,-922,761,26,251,140,-1
7,927,-1242,35,391,-1,-926,749,19,246,138,-1
7,918,-1268,61,390,-1,-925,746,20,253,132,-1
7,936,-1268,26,393,-2,-928,752,20,257,130,4
7,901,-1216,35,390,-1,-928,753,18,251,140,2
7,927,-1286,-35,390,-1,-926,755,19,248,132,6
7,910,-1277,43,390,-2,-925,751,17,255,139,-1
7,883,-1321,35,389,-1,-924,748,20,255,142,-1
7,918,-1242,-8,392,-1,-926,746,25,262,139,6
7,945,-1303,8,390,-1,-930,749,23,248,141,1
7,875,-1330,-35,390,-1,-924,750,25,251,141,2
7,918,-1233,8,390,-1,-927,748,21,250,139,1
7,945,-1295,52,389,-1,-925,747,29,252,134,3
7,910,-1251,35,391,-2,-927,750,21,250,134,0
7,945,-1277,26,390,-1,-928,744,25,250,140,0
7,945,-1277,17,390,-1,-925,759,28,251,133,5
7,918,-1295,35,391,-1,-926,754,21,257,140,5
7,953,-1312,35,387,-1,-925,757,27,250,135,6
7,910,-1303,35,390,-1,-926,758,16,257,140,-1
7,892,-1268,70,391,-2,-930,749,18,255,137,-1
7,875,-1286,17,391,-1,-927,787,21,253,140,4
7,910,-1242,35,391,-2,-926,751,28,265,141,5
7,875,-1268,43,390,-1,-927,750,27,253,134,-1
7,901,-1356,26,391,-1,-925,744,21,257,140,7
7,927,-1312,52,391,-2,-929,751,21,260,141,5
7,875,-1356,43,392,-2,-925,751,24,256,134,2
7,901,-1312,8,391,-2,-926,747,23,261,138,6
7,892,-1321,87,390,-2,-925,757,24,261,134,4
7,945,-1303,52,389,-1,-926,747,21,276,138,-1
7,910,-1251,43,390,-2,-929,744,26,258,141,2
7,918,-1356,43,391,-2,-928,740,24,260,129,3
7,892,-1233,0,390,0,-923,748,25,256,138,6
7,936,-1295,8,389,-2,-927,766,22,263,130,1
7,927,-1303,26,390,-2,-924,769,22,252,142,-1
7,927,-1330,8,391,-2,-928,763,25,264,141,-1
7,910,-1295,78,390,-2,-926,734,28,252,133,0
7,945,-1233,52,391,-2,-925,729,41,266,141,2
7,883,-1277,35,390,-1,-926,736,33,260,136,-1
7,866,-1268,17,387,-1,-927,767,10,261,138,1
7,936,-1225,52,392,-1,-928,767,13,261,131,5
7,918,-1286,8,391,-1,-931,770,13,254,133,0
7,945,-1321,43,391,-2,-922,761,13,253,140,3
7,901,-1321,26,390,-2,-928,731,34,255,141,-1
7,901,-1330,17,389,-1,-924,767,21,258,136,3
7,918,-1242,35,392,-2,-928,774,7,258,135,-1
7,892,-1268,61,389,-1,-926,769,16,265,140,-1
7,910,-1207,26,391,-3,-925,767,7,262,134,6
7,918,-1190,61,390,-1,-925,758,15,268,128,4
7,927,-1216,35,388,0,-926,760,12,274,140,0
7,945,-1321,70,390,-2,-925,735,31,253,137,1
7,936,-1277,8,391,-2,-929,742,30,258,138,-1
7,988,-1225,52,391,-1,-927,739,30,256,135,7
7,918,-1251,8,389,-1,-927,738,32,261,131,-1
7,918,-1198,52,389,-1,-925,731,30,241,131,3
7,901,-1242,26,392,-1,-925,740,28,247,134,3
7,927,-1242,52,391,-2,-929,753,17,244,133,0
7,936,-1268,8,391,-1,-926,754,22,256,134,5
7,901,-1251,52,391,-1,-926,751,14,250,132,3
7,945,-1268,43,390,-1,-923,755,16,266,135,0
7,892,-1207,-17,390,-1,-925,751,24,264,136,5
7,918,-1268,17,391,-2,-928,753,22,254,141,-1
7,910,-1233,-8,390,-2,-930,752,14,240,132,3
7,910,-1251,26,389,-1,-923,755,20,263,132,2
